,agentName,price,address,beds,baths,parking,postcode
293,Katie Wong,350.0,206B/60 Waverley Road MALVERN EAST VIC 3145,3,2,0,3145
294,Ben Fu,330.0,302/8 Porter Street PRAHRAN VIC 3181,1,1,0,3181
295,Ben Fu,320.0,117/8 Porter Street PRAHRAN VIC 3181,1,1,0,3181
296,Katie Wong,350.0,212C/60 Waverley Road MALVERN EAST VIC 3145,3,1,0,3145
297,Ben Fu,310.0,111/32 St Edmonds Road PRAHRAN VIC 3181,1,1,0,3181
298,Property Manager,340.0,73 Liebig Street WARRNAMBOOL VIC 3280,2,1,0,3280
299,Gurupreet Singh,330.0,9/14 Salisbury Street GLENROY VIC 3046,1,1,1,3046
300,Leasing Team,350.0,27a The Trossachs FRANKSTON VIC 3199,1,1,0,3199
301,Nathan Lane,330.0,Room 1/9 Nyora Grove MOUNT HELEN VIC 3350,1,1,1,3350
302,Amanda Ramsay,350.0,Unit 1/89A High St COBRAM VIC 3644,2,1,1,3644
303,Jessica Rolfe,340.0,7/14 Lewis Street FRANKSTON VIC 3199,1,1,1,3199
304,Anna Kaur,320.0,7/123 Victoria Street BRUNSWICK EAST VIC 3057,1,1,1,3057
305,Ben Fu,330.0,111/42 Porter Street PRAHRAN VIC 3181,1,1,0,3181
306,Ben Fu,330.0,17/17 Macquarie Street PRAHRAN VIC 3181,1,1,0,3181
307,Ben Fu,340.0,216/42 Porter Street PRAHRAN VIC 3181,1,1,0,3181
308,Ben Fu,340.0,201/1-5 Donald Street PRAHRAN VIC 3181,1,1,1,3181
309,Ben Fu,330.0,G01/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
310,Ben Fu,320.0,G02/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
311,Ben Fu,330.0,G10/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
312,Ben Fu,340.0,101/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
313,Ben Fu,330.0,104/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
314,Ben Fu,340.0,105/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
315,Ben Fu,320.0,110/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
316,Ben Fu,330.0,306/42 Porter Street PRAHRAN VIC 3181,1,1,0,3181
317,Varsha Jones,350.0,107/1728 Dandenong Road CLAYTON VIC 3168,1,1,0,3168
318,Lisa Edwards,340.0,12b Lisfarron Avenue COBRAM VIC 3644,2,1,0,3644
319,Jade Bunworth,310.0,7 and 8/78A Vines Road HAMLYN HEIGHTS VIC 3215,1,1,1,3215
320,Alex Ng,310.0,7/10-14 Carroll Street RICHMOND VIC 3121,1,1,0,3121
321,Dylan Ryan,340.0,8 Grevillea Court ARARAT VIC 3377,3,1,2,3377
322,Buxton Ballarat Leasing,310.0,1/1110 Howitt Street WENDOUREE VIC 3355,2,1,1,3355
323,Franca Pagano,350.0,17/6 Garnet BRUNSWICK VIC 3056,1,1,1,3056
324,Katie Wong,325.0,122/313-319 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
325,Kay Kwok,320.0,07/390 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
326,Katie Wong,325.0,213/313-319 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
327,Katie Wong,345.0,106/313-319 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
328,Kay Kwok,320.0,39/390 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
329,Jennifer Caruana,325.0,213/127 Leicester Street CARLTON VIC 3053,1,1,0,3053
330,Katie Wong,350.0,108/903 Dandenong Road MALVERN EAST VIC 3145,1,1,0,3145
331,Kay Kwok,310.0,04/390 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
332,Taila Marra,350.0,5/110 Maribyrnong Road ASCOT VALE VIC 3032,1,1,0,3032
333,Buxton Ballarat Leasing,330.0,1/5a Alfred Street SEBASTOPOL VIC 3356,2,2,1,3356
334,Property Management Team,350.0,6/2 Stott Court WODONGA VIC 3690,2,1,1,3690
335,Ashleigh King,350.0,2/23 Victoria Road CHIRNSIDE PARK VIC 3116,1,1,2,3116
336,Letisha McCarthy,330.0,10/45 Otway Street South BALLARAT EAST VIC 3350,2,1,1,3350
337,Jessica Rolfe,340.0,2 & 3/24 Burns Street FRANKSTON VIC 3199,1,1,1,3199
338,Walker Real Estate Rentals,350.0,3/34-36 Church Street KYABRAM VIC 3620,2,1,1,3620
339,Marvin Paed,350.0,89 Vista Drive MELTON VIC 3337,3,1,1,3337
340,Mooroolbark Rentals,330.0,22/8-10 Mount View Parade MOOROOLBARK VIC 3138,1,1,1,3138
341,Alice Mosut,350.0,17/2 The Gables ALBION VIC 3020,1,1,1,3020
342,Kay Kwok,310.0,56/390 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
343,Varsha Jones,350.0,108/1728 Dandenong Road CLAYTON VIC 3168,1,1,0,3168
344,Kay Kwok,330.0,44/390 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
345,Kay Kwok,320.0,203/1 Delany Avenue BURWOOD VIC 3125,1,1,0,3125
346,Kay Kwok,335.0,G06/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
347,Kay Kwok,335.0,124/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
348,Kay Kwok,335.0,127/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
349,Kay Kwok,335.0,203/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
350,Kay Kwok,345.0,225/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
351,Steven Agnew,310.0,1/66 Bridge Road BUSHFIELD VIC 3281,1,1,1,3281
352,Ellie Jacobson,340.0,6/278 Nepean Highway SEAFORD VIC 3198,1,1,1,3198
353,Property Management Team,345.0,1/62 Callister Street SHEPPARTON VIC 3630,2,1,1,3630
354,Shelli Martin,350.0,16/14 Caringa Street PASCOE VALE VIC 3044,1,1,1,3044
355,Alisha Cavallaro,310.0,4/1 Laceby Court CORIO VIC 3214,2,1,1,3214
356,Sugi Cahyadi,305.0,309/1 Queens Avenue HAWTHORN VIC 3122,1,1,0,3122
357,Ben Fu,320.0,107/1-5 Donald Street PRAHRAN VIC 3181,1,1,0,3181
358,Sugi Cahyadi,350.0,214/141 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
359,Varsha Jones,350.0,102/1728 Dandenong Road CLAYTON VIC 3168,1,1,0,3168
360,Varsha Jones,350.0,206/1728 Dandenong Road CLAYTON VIC 3168,1,1,0,3168
361,Kay Kwok,335.0,139/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
362,Kay Kwok,335.0,201/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
363,Kay Kwok,335.0,222/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
364,Kay Kwok,335.0,G26/386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
365,Amanda Ramsay,350.0,Unit 2/1 Wirbill St COBRAM VIC 3644,2,1,0,3644
366,Bree Graham,350.0,Unit 1/15 Elizabeth St MOOROOPNA VIC 3629,2,1,1,3629
367,Flynn Kellett,350.0,108 Latrobe Street REDAN VIC 3350,3,1,0,3350
368,Paul Sim,345.0,2/30 Bowmore Road NOBLE PARK VIC 3174,1,1,1,3174
369,Izzy Read,350.0,1/1 Maude Street WENDOUREE VIC 3355,2,1,0,3355
370,Property Management,345.0,3/78 Ilex Street RED CLIFFS VIC 3496,2,1,1,3496
371,Kim Wells,350.0,1/278 Springvale Road FOREST HILL VIC 3131,1,1,1,3131
372,Carmen Moors,340.0,2/11 Rowe St BALLARAT EAST VIC 3350,2,1,0,3350
373,Cindi Guo,330.0,11/85 Buckley Street NOBLE PARK VIC 3174,1,1,0,3174
374,Huey Lim,350.0,211/133 Droop Street FOOTSCRAY VIC 3011,1,1,0,3011
375,Lynn Do,330.0,205/60 Garden Street SOUTH YARRA VIC 3141,1,1,0,3141
376,Varsha Jones,350.0,G10/1728 Dandenong Road CLAYTON VIC 3168,1,1,0,3168
377,Sugi Cahyadi,350.0,215/141 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
378,RentBetter Team,330.0,13 Payne Street CAULFIELD NORTH VIC 3161,1,1,1,3161
379,Khayla Musgrove-Bogg,340.0,2/14 Kynoch Street DEER PARK VIC 3023,3,1,1,3023
380,Anna Vines,320.0,2/80 Donnybrook Road NORLANE VIC 3214,2,1,1,3214
381,Jasmine Crothers,320.0,2/15 Chapple Street EAGLEHAWK VIC 3556,2,1,1,3556
382,Buxton Ballarat Leasing,350.0,16 Malmesbury Street WENDOUREE VIC 3355,3,1,1,3355
383,Jennelle Blair,320.0,Room 3/92 Beach Street FRANKSTON VIC 3199,1,1,0,3199
384,Curtis O'Neil,330.0,12 Hyacinth Grove WENDOUREE VIC 3355,3,1,1,3355
385,Helen Greville,330.0,Room 5/99 Beach Street FRANKSTON VIC 3199,1,1,0,3199
386,Helen Greville,320.0,Room 4/2 Bundara Court FRANKSTON VIC 3199,1,1,0,3199
387,Sugi Cahyadi,330.0,204B/71 Riversdale Road HAWTHORN VIC 3122,1,1,0,3122
388,Huey Lim,350.0,304/133 Droop Street FOOTSCRAY VIC 3011,1,1,0,3011
389,Sugi Cahyadi,315.0,401/2 Eastern Place HAWTHORN EAST VIC 3123,1,1,0,3123
390,Sugi Cahyadi,350.0,203/141 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
391,Sugi Cahyadi,315.0,414/2 Eastern Place HAWTHORN EAST VIC 3123,1,1,0,3123
392,Morwell Property Management,350.0,73 McMillan Street MORWELL VIC 3840,3,1,2,3840
393,Natalie Green,350.0,4/4 Lord Street BACCHUS MARSH VIC 3340,2,1,1,3340
394,Alister Hosking,340.0,1/4 John Street WENDOUREE VIC 3355,2,1,1,3355
395,Amelia Kerr,350.0,4/86-88 Collins Street DRYSDALE VIC 3222,2,1,1,3222
396,Buxton Ballarat Leasing,310.0,107 Little Dodds Street GOLDEN POINT VIC 3350,1,1,0,3350
397,Chantal Ryan,350.0,2 Verbenna Grove WENDOUREE VIC 3355,3,1,0,3355
398,Amy Loader,310.0,5/88 Albert Street SEBASTOPOL VIC 3356,2,1,1,3356
399,Nina Jankovic,320.0,402/70 Queensberry Street CARLTON VIC 3053,1,1,0,3053
400,Property Management,320.0,4/368 Deakin Avenue MILDURA VIC 3500,2,1,1,3500
401,Property  Management,330.0,4/3 Centennial Drive MOOROOPNA VIC 3629,2,1,1,3629
402,Zac McCarthy,350.0,107 Callow Street BALLARAT EAST VIC 3350,3,1,1,3350
403,Sugi Cahyadi,315.0,517/2 Eastern Place HAWTHORN EAST VIC 3123,1,1,0,3123
404,Sugi Cahyadi,305.0,605/1 Queens Avenue HAWTHORN VIC 3122,1,1,0,3122
405,Jennifer Caruana,320.0,702/127 Leicester Street CARLTON VIC 3053,1,1,0,3053
406,Sugi Cahyadi,330.0,115B/71 Riversdale Road HAWTHORN VIC 3122,1,1,0,3122
407,Sugi Cahyadi,330.0,211A/71 Riversdale Road HAWTHORN VIC 3122,1,1,0,3122
408,Sugi Cahyadi,315.0,315/1 Queens Avenue HAWTHORN VIC 3122,1,1,0,3122
409,Stockdale & Leggo Reservoir,335.0,3/3 Hall Court THOMASTOWN VIC 3074,1,1,1,3074
410,Stacey Hayes,310.0,2/14 Aquila Court BALLARAT NORTH VIC 3350,2,1,1,3350
411,Tanya Alley,330.0,9/70 Chute Street MORDIALLOC VIC 3195,1,1,1,3195
412,Angie Diaco,310.0,5/140 Maribyrnong Road MOONEE PONDS VIC 3039,1,1,1,3039
413,First National Real Estate Latrobe,340.0,1/19 Ormond Road TRARALGON VIC 3844,2,1,0,3844
414,Bartrop Real Estate,330.0,5B/1015 Macarthur Street LAKE WENDOUREE VIC 3350,2,1,1,3350
415,Skye Couch,350.0,2/159 Phillipson Street WANGARATTA VIC 3677,2,1,2,3677
416,Bronte Rapp,350.0,1/26-28 Buffalo Avenue CORIO VIC 3214,2,1,1,3214
417,Lachlan Steed,330.0,77 Burns Street MARYBOROUGH VIC 3465,3,1,0,3465
418,Janelle Ivermee,350.0,9/10 Fitzroy Street GEELONG VIC 3220,1,1,1,3220
419,Alister Hosking,320.0,501 Havelock Street SOLDIERS HILL VIC 3350,2,1,1,3350
420,Sugi Cahyadi,315.0,203/2 Eastern Place HAWTHORN EAST VIC 3123,1,1,0,3123
421,Vicky Smith,320.0,5/24 Anderson Street EAST GEELONG VIC 3219,1,1,1,3219
422,RentBetter Team,345.0,1/16 Marungi St SHEPPARTON VIC 3630,2,1,1,3630
423,Rachel Ross,350.0,24a Regent Street PORT FAIRY VIC 3284,1,1,1,3284
424,Mina Narayanan,380.0,12/3 Gordon Street FOOTSCRAY VIC 3011,2,1,1,3011
425,Annie Kinross,330.0,4/26 North Valley Road HIGHTON VIC 3216,2,1,1,3216
426,Sara Theodotou,330.0,302/8 Vale Street NORTH MELBOURNE VIC 3051,1,1,0,3051
427,Helen Greville,310.0,Room 6/17 Royle Street FRANKSTON VIC 3199,1,1,0,3199
428,Helen Greville,305.0,Room 7/7 McAlister Street FRANKSTON VIC 3199,1,1,0,3199
429,Helen Greville,320.0,Room 17/72B Williams Street FRANKSTON VIC 3199,1,1,0,3199
430,Harcourts Asap Leasing Team,350.0,12 Robert Street MORWELL VIC 3840,3,1,3,3840
431,Bartrop Real Estate,330.0,1/707 Humffray Street MOUNT PLEASANT VIC 3350,3,1,1,3350
432,Paris Bedggood,350.0,21 Margaret Street WENDOUREE VIC 3355,3,1,2,3355
433,James Plover,350.0,56 Maple Avenue WENDOUREE VIC 3355,3,1,3,3355
434,Flynn Kellett,350.0,1 Spencer Street CANADIAN VIC 3350,2,1,1,3350
435,Cesar Sario,350.0,7/74 King William Street RESERVOIR VIC 3073,1,1,1,3073
436,Helen Ly,330.0,56 Marshall Avenue CLAYTON VIC 3168,1,1,1,3168
437,James Hickey,340.0,1 & 2/23 Koonawarra Street CLAYTON VIC 3168,1,1,1,3168
438,Skye Couch,350.0,2/41 Gray Street WANGARATTA VIC 3677,2,1,1,3677
439,Cooper Modica,340.0,502/9 High Street NORTH MELBOURNE VIC 3051,1,1,0,3051
440,Stacey Hayes,330.0,2/112 Park Street REDAN VIC 3350,2,1,1,3350
441,Ruella Head,350.0,18/50 Carlisle Street ST KILDA VIC 3182,1,1,1,3182
442,Kitrina Gorgis,1517.0,2/220 Pascoe Vale Road ESSENDON VIC 3040,1,1,1,3040
443,Donna Cartwright,310.0,2/16 Sheridan Street HAMLYN HEIGHTS VIC 3215,1,1,1,3215
444,Christina Carlyle,320.0,45 Rilens Road MUCKLEFORD VIC 3451,2,1,2,3451
445,Laura Miller,310.0,5 Treasure Street CASTLEMAINE VIC 3450,1,1,0,3450
446,Izzy Read,320.0,3/1 Maude Street WENDOUREE VIC 3355,1,1,1,3355
447,Mason Wong,350.0,621/268 Flinders Street MELBOURNE VIC 3000,1,1,0,3000
448,Campbell Leonard,350.0,19/216 Forest Street WENDOUREE VIC 3355,2,1,1,3355
449,Meeckie MacRae,350.0,17 Alfred Street SEYMOUR VIC 3660,1,1,6,3660
450,Adrian Foster,350.0,Room 2/3 Campbell Street FRANKSTON VIC 3199,1,1,0,3199
451,Nneka Ononye,340.0,3/3 Matilda Court BELMONT VIC 3216,2,1,1,3216
452,Izzy Read,330.0,6/414 Sherrard Street BLACK HILL VIC 3350,2,1,1,3350
453,Property Management,320.0,748 Karadoc Avenue IRYMPLE VIC 3498,1,1,2,3498
454,Buxton Ballarat Leasing,350.0,14 Iris Avenue WENDOUREE VIC 3355,2,1,1,3355
455,Leasing Concierge,330.0,5/7 Princes St ST KILDA VIC 3182,1,1,0,3182
456,Mason Wong,350.0,113/24 Barkly Place CARLTON VIC 3053,1,1,0,3053
457,Tia Perry,310.0,15/3 Royal Ave ESSENDON NORTH VIC 3041,1,1,1,3041
458,Vicky Smith,320.0,6/70 Balcombe Road NEWTOWN VIC 3220,1,1,1,3220
459,Nicole Boni,340.0,5/62-64 Western Beach Road GEELONG VIC 3220,1,1,1,3220
460,Sara Theodotou,330.0,306/8 Vale Street NORTH MELBOURNE VIC 3051,1,1,0,3051
461,Tianna Vella,340.0,5 Queen Street North BALLARAT EAST VIC 3350,4,1,3,3350
462,Nicole Boni,340.0,7/62 Western Beach Road GEELONG VIC 3220,1,1,1,3220
463,James Hickey,320.0,8 Atlantic Street CLAYTON VIC 3168,1,1,0,3168
464,Michelle Grech,330.0,803 Malvern Road TOORAK VIC 3142,1,1,0,3142
465,Minus The Agent Property Management,310.0,2/49 Bent Street MOONEE PONDS VIC 3039,1,1,2,3039
466,Property Now,330.0,17 BROWN STREET TRAFALGAR VIC 3824,1,1,1,3824
467,Ella McPhan,340.0,179 Howe Street MINERS REST VIC 3352,3,1,0,3352
468,Helen Greville,330.0,Room 5/11 Government Road FRANKSTON VIC 3199,1,1,0,3199
469,Kay Kwok,310.0,390 Burwood Highway BURWOOD VIC 3125,1,1,20,3125
470,Cheryl Xu,320.0,14 Spring Street BOX HILL VIC 3128,1,1,10,3128
471,Cheryl Xu,310.0,490 Elgar Road BOX HILL VIC 3128,1,1,6,3128
472,Katie Wong,305.0,313 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
473,Lee-Anne Harley,345.0,52 Childers Street CRANBOURNE VIC 3977,1,1,0,3977
474,Lee-Anne Harley,345.0,48 Childers Street CRANBOURNE VIC 3977,1,1,0,3977
475,Kanika Duggal,340.0,7 Lachlan Road MELTON SOUTH VIC 3338,3,1,2,3338
476,Casey Estate Agents,345.0,50 Childers Street CRANBOURNE VIC 3977,1,1,1,3977
477,Morwell Property Management,330.0,37 Alamien Street MORWELL VIC 3840,2,1,0,3840
478,Kenneth Wu,340.0,20 Morton Street CLAYTON VIC 3168,1,1,0,3168
479,Bronte Murphy,350.0,10/15 Addis Street GEELONG WEST VIC 3218,1,1,1,3218
480,Katie Wong,350.0,903 Dandenong Road MALVERN EAST VIC 3145,1,1,0,3145
481,Jennifer Caruana,320.0,127 Leicester Street CARLTON VIC 3053,1,1,0,3053
482,Cheryl Xu,310.0,6 Bruce Street BOX HILL VIC 3128,1,1,10,3128
483,Cheryl Xu,350.0,6 John Street BOX HILL VIC 3128,1,1,10,3128
484,Jennifer Caruana,325.0,50 Barry Street CARLTON VIC 3053,1,1,0,3053
485,Jennifer Caruana,325.0,8 Vale Street NORTH MELBOURNE VIC 3051,1,1,0,3051
486,Nath Toutam,315.0,1 O'Connell Street NORTH MELBOURNE VIC 3051,1,1,0,3051
487,Cheryl Xu,350.0,949 Dandenong Road MALVERN EAST VIC 3145,1,1,0,3145
488,Sugi Cahyadi,315.0,141 Waverley Road MALVERN EAST VIC 3145,1,1,0,3145
489,Varsha Jones,330.0,1023 Dandenong Road MALVERN EAST VIC 3145,1,1,0,3145
490,Kay Kwok,335.0,386 Burwood Highway BURWOOD VIC 3125,1,1,0,3125
491,Jennifer Caruana,325.0,6 High Street NORTH MELBOURNE VIC 3051,1,1,0,3051
492,Huey Lim,330.0,117-119 Ballarat Road FOOTSCRAY VIC 3011,1,1,0,3011
493,Nath Toutam,320.0,9 Earl Street CARLTON VIC 3053,1,1,0,3053
494,Lee-Anne Harley,345.0,2/52 Childers Street CRANBOURNE VIC 3977,1,1,1,3977
495,Sandy Ho,340.0,813/9 Earl Street CARLTON VIC 3053,1,1,0,3053
496,Rental Department,350.0,1/2 Reserve Street SPRINGVALE VIC 3171,2,1,0,3171
497,Rachael Brown,350.0,1/42 The Boulevard MILDURA VIC 3500,2,2,1,3500
498,Adele Henry,350.0,12 Truscott Rd MOE VIC 3825,2,1,1,3825
499,Pearl Lee,340.0,18 Elizabeth Street HORSHAM VIC 3400,3,1,1,3400
500,Meaghan Monro,320.0,4/26 Hastie Street TATURA VIC 3616,2,1,1,3616
501,Landnest Box Hill Leasing Team,330.0,101/8 Bruce Street BOX HILL VIC 3128,1,1,0,3128
502,Adele Henry,320.0,4/24 Railway Cres MOE VIC 3825,2,1,1,3825
503,Cindy Weller,330.0,2/40 Cherry Ave MILDURA VIC 3500,2,1,1,3500
504,Rachael Brown,340.0,18/133 Calder Highway RED CLIFFS VIC 3496,1,1,1,3496
505,Ksenija Gilchrist,340.0,39 Whyte Street COLERAINE VIC 3315,2,1,2,3315
506,Tara Apps,310.0,1/61 Haverfield Street ECHUCA VIC 3564,2,1,1,3564
507,Fiona Knight,320.0,3/34 Anderson Street WARRACKNABEAL VIC 3393,2,1,1,3393
508,Rental Department,320.0,4/24 Hazelwood Road MORWELL VIC 3840,2,1,0,3840
509,Charly Delmenico,320.0,1/27 McCrae Street SWAN HILL VIC 3585,2,1,0,3585
510,Gina Mathioulakis,350.0,8/5 Gavan WERRIBEE VIC 3030,1,1,0,3030
511,Leah Black,320.0,3/86 Seventh St MILDURA VIC 3500,1,1,1,3500
512,Gemma Collins,350.0,1/155 Bay Road EAGLE POINT VIC 3878,2,1,1,3878
513,Grace Gee,350.0,670 Millar Road YANAKIE VIC 3960,3,2,2,3960
514,Geelong Leasing,330.0,4/10 Portarlington Road NEWCOMB VIC 3219,2,1,1,3219
515,Geelong Leasing,350.0,3 Mitta Court CORIO VIC 3214,3,1,1,3214
516,Geelong Leasing,330.0,64 Donnelly Avenue NORLANE VIC 3214,2,1,2,3214
517,Geelong Leasing,320.0,1/110 West Fyans St NEWTOWN VIC 3220,1,1,0,3220
518,Gracie Lagudi,340.0,5/105 Sharp Street YARRAWONGA VIC 3730,2,1,1,3730
519,Sho Hai Mai,320.0,16 Stockdale Avenue CLAYTON VIC 3168,1,1,0,3168
520,Sho Hai Mai,350.0,121 Clayton Road OAKLEIGH EAST VIC 3166,1,1,0,3166
521,Katie Lam,330.0,10B Harpur Road CORIO VIC 3214,2,1,1,3214
522,Suzette Mackovski,310.0,3/45 Adelaide Street ST ALBANS VIC 3021,2,1,1,3021
523,Debbie Ravida,330.0,4/23 GREEN STREET WANGARATTA VIC 3677,2,1,1,3677
524,Dayna Roe,340.0,2/2 Tanjil Avenue PAYNESVILLE VIC 3880,2,1,0,3880
525,Cindy Weller,330.0,3/2 Elouera Dr IRYMPLE VIC 3498,2,1,1,3498
526,Geelong Leasing,350.0,4/220-222 Wilsons Road WHITTINGTON VIC 3219,2,1,1,3219
527,Winnie Zhou,340.0,46 Ravensthorpe Crescent NARRE WARREN VIC 3805,1,1,2,3805
528,Lori Curr,310.0,1/81 Vincent Road WANGARATTA VIC 3677,2,1,1,3677
529,Deb Seccull,320.0,2/4-6 BENALLA ROAD YARRAWONGA VIC 3730,2,1,1,3730
530,Marc Angelone,340.0,2/4 Beaumont Parade WEST FOOTSCRAY VIC 3012,1,1,1,3012
531,Bojan Lojanica,320.0,11/5 CARMICHAEL STREET WEST FOOTSCRAY VIC 3012,1,1,1,3012
532,Bryce Langsford,340.0,6/9 Hart Street EUROA VIC 3666,2,1,1,3666
533,Krystyna Sujecki,320.0,7/20 Warringa Crescent HOPPERS CROSSING VIC 3029,1,1,0,3029
534,Courtney Hillis,350.0,Rear 14 Sunshine Grove RYE VIC 3941,1,1,0,3941
535,Elsternwick Leasing,330.0,7/85 Grosvenor Street ST KILDA EAST VIC 3183,1,1,1,3183
536,Caroline Phillips,350.0,8/9 Gardiner Avenue DANDENONG NORTH VIC 3175,1,1,0,3175
537,Rachel McErvale,320.0,457 Eckersleys Road GERRIGERRUP VIC 3289,3,2,2,3289
538,Property Management,340.0,Unit 1/52 Church St MORWELL VIC 3840,2,1,1,3840
539,Property Management,340.0,Unit 2/52 Church St MORWELL VIC 3840,2,1,1,3840
540,Rachel McErvale,330.0,49 Bree Road HAMILTON VIC 3300,2,1,0,3300
541,George Theoharakos,320.0,671 Park Street BRUNSWICK VIC 3056,1,1,0,3056
542,Holly Lush,350.0,4/85 Thirteenth Street MILDURA VIC 3500,2,1,1,3500
543,Bek Dowsett,320.0,1/16 Harrison Avenue BENALLA VIC 3672,1,1,0,3672
544,Rental Department,320.0,24 Barry Street MORWELL VIC 3840,2,1,2,3840
545,Grace Gee,350.0,130 Station Road FOSTER VIC 3960,3,2,3,3960
546,Henry McCarthy,350.0,17 Olympic Parade KANGAROO FLAT VIC 3555,3,1,0,3555
547,Deb Pascoe,350.0,3 Soles Street RUTHERGLEN VIC 3685,3,1,1,3685
548,Elly Havers,350.0,17 Coster Street BENALLA VIC 3672,2,1,1,3672
549,Rental Department,320.0,1/63 Hoyle Street MORWELL VIC 3840,2,1,0,3840
550,Deb Seccull,320.0,1 4/33 Gorman Drive YARRAWONGA VIC 3730,1,1,1,3730
551,Joseph Petralia,325.0,35 Dunne Street KINGSBURY VIC 3083,1,3,2,3083
552,Assets Portland,350.0,1/104 Percy St PORTLAND VIC 3305,2,1,0,3305
553,Nicole Tomkins,320.0,2/124 Merrijig Drive TORQUAY VIC 3228,1,1,0,3228
554,Caitlyn Whitelock,320.0,2/43 Barr Street TUNGAMAH VIC 3728,2,1,1,3728
555,Arabella Findlay,350.0,6/27 Nish Street FLORA HILL VIC 3550,2,1,2,3550
556,Rentals Wonthaggi,330.0,7A Mckenzie Street WONTHAGGI VIC 3995,2,1,1,3995
557,Emily Dowel Aquire Leasing,349.0,8/1 Sandgate Avenue FRANKSTON VIC 3199,1,1,0,3199
558,Emily Dowel Aquire Leasing,349.0,7/14 Royle Street FRANKSTON VIC 3199,1,1,0,3199
559,Ellie Loveday,335.0,3/4 Everett Cl HERNE HILL VIC 3218,1,1,1,3218
560,Walshe and Whitelock,330.0,9/515 Sydney Road BRUNSWICK VIC 3056,1,1,0,3056
561,John Huang,335.0,511/188 Peel St NORTH MELBOURNE VIC 3051,1,1,0,3051
562,John Zhang,305.0,G28/386 Burwood Hwy BURWOOD VIC 3125,1,1,0,3125
563,Teagan Kubeil,325.0,1/36 Rowe Street EUROA VIC 3666,2,1,1,3666
564,Ray White Cobram,350.0,2/5-7 Sturt Street COBRAM VIC 3644,2,1,1,3644
565,Henry McCarthy,350.0,1 Aviary Court STRATHDALE VIC 3550,2,1,2,3550
566,Cindy Weller,350.0,3/428 Walnut Ave MILDURA VIC 3500,2,1,1,3500
567,Ly Chhiv,340.0,5/62 KELVINSIDE RD NOBLE PARK VIC 3174,1,1,0,3174
568,Selda Papadatos,320.0,4/45 Carpenter Street LAKES ENTRANCE VIC 3909,2,1,1,3909
569,Kate Reda,350.0,2/15 Spray Street CAPE PATERSON VIC 3995,2,1,1,3995
570,Christine Steere Property Rentals,350.0,42 Shaw Street MORTLAKE VIC 3272,4,2,2,3272
571,Krystyna Sujecki,320.0,5/25 Moffatt Crescent HOPPERS CROSSING VIC 3029,1,1,0,3029
572,George Theoharakos,320.0,787 Park Street PARKVILLE VIC 3052,1,1,0,3052
573,George Theoharakos,320.0,787 Park Street BRUNSWICK VIC 3056,1,1,0,3056
574,Walshe and Whitelock,320.0,4/26 Collier Crescent BRUNSWICK WEST VIC 3055,1,1,1,3055
575,Simone Flechsig,350.0,398 Dairtnunk Avenue CARDROSS VIC 3496,1,1,0,3496
576,Ray White Camperdown,310.0,1/4 Walker Street CAMPERDOWN VIC 3260,2,1,1,3260
577,Rachael McCartney,350.0,28 Madden Street KANIVA VIC 3419,4,1,0,3419
578,Jack Wirth,350.0,258 Latrobe Terrace NEWTOWN VIC 3220,1,9,8,3220
579,Tim Taylor,315.0,1 Lindisfarne Ave CROYDON VIC 3136,1,1,0,3136
580,Jack Wirth,320.0,51 Braund Avenue BELL POST HILL VIC 3215,1,9,0,3215
581,Corrie Munn,320.0,1/36 Federation Avenue HORSHAM VIC 3400,2,1,1,3400
582,Tammy McLean,350.0,801 Fourteenth Street MILDURA VIC 3500,2,1,1,3500
583,Deb Seccull,320.0,2/22 Peter Thomson Circuit YARRAWONGA VIC 3730,1,1,1,3730
